total.credit.card.limit,avg.percentage_credit_card_limit_used_last_year,saving.amount,checking.amount,yearly.salary,age,dependent.number,loan.repaid
8900,0.83,1308,4190,29400,66,3,Yes
4500,0.83,2845,3155,35300,57,1,Yes
7800,0.83,1151,5863,39500,53,3,Yes
6300,0.83,2792,5968,32100,52,1,Yes
5700,0.83,2108,6854,35900,50,6,Yes
5100,0.83,4184,5248,0,32,1,Yes
6700,0.83,2216,5225,31000,58,4,Yes
6300,0.83,6118,640,37000,22,8,Yes
5800,0.83,3933,4693,26800,23,6,Yes
5100,0.83,2374,5677,18800,40,2,Yes
7100,0.83,4252,4767,37900,44,1,Yes
5700,0.83,2652,3858,22700,53,1,Yes
4300,0.83,6179,7530,11700,64,6,Yes
7800,0.83,3653,4129,33300,33,1,Yes
1200,0.83,418,2756,29300,50,4,No
3200,0.83,1979,7039,0,20,3,Yes
2400,0.83,444,715,0,32,3,No
4500,0.83,1885,3749,25100,51,6,Yes
2900,0.83,2650,4769,31900,55,5,Yes
7000,0.83,640,1559,25500,66,1,Yes
5000,0.83,4195,4729,37100,32,8,Yes
3900,0.83,1345,1844,28500,31,1,No
1900,0.83,1532,3512,0,29,8,No
1400,0.83,821,1628,17100,33,3,No
9100,0.83,1866,3660,26200,20,1,Yes
3900,0.83,1151,3502,17300,46,1,No
6200,0.83,872,726,25400,39,2,No
7600,0.83,1256,7013,61500,34,4,Yes
3100,0.83,2368,1802,25600,44,2,Yes
4500,0.83,5907,200,48100,49,6,Yes
5500,0.83,452,1780,0,39,1,No
3400,0.83,1704,6365,38500,71,2,Yes
3900,0.83,456,591,27200,26,5,No
7000,0.83,1537,484,11800,30,3,Yes
600,0.83,625,981,0,59,2,No
3600,0.83,1003,2970,14800,33,6,No
4800,0.83,6436,302,76000,44,8,Yes
2400,0.83,2212,4723,51500,49,3,Yes
3700,0.83,982,1363,11300,31,4,No
6000,0.83,1131,6582,25800,46,2,Yes
4100,0.83,5250,2405,44900,43,2,Yes
4800,0.83,1167,2120,25000,39,8,No
5900,0.83,1605,3968,32100,65,3,Yes
1500,0.83,1091,1809,16600,35,8,No
2700,0.83,588,2375,30400,20,4,No
3700,0.83,4605,4135,42000,55,5,Yes
9000,0.83,4928,3729,76300,47,1,Yes
2500,0.83,1001,6010,11100,50,6,Yes
2600,0.83,2005,2964,35900,43,6,No
3600,0.83,1446,2192,7400,28,8,No
5000,0.83,1412,2926,51700,27,2,Yes
2200,0.83,936,4376,24500,42,8,No
700,0.83,1395,1342,14500,72,8,No
3300,0.83,1503,2136,28600,48,6,No
900,0.83,332,3176,33200,22,8,No
4600,0.83,1640,2064,10100,43,2,No
3600,0.83,4622,3969,32300,39,8,Yes
3900,0.83,276,2413,0,23,2,No
6300,0.83,375,2939,25600,34,8,Yes
4200,0.83,1505,4325,20000,40,4,No
3800,0.83,2425,7676,24400,33,8,Yes
6800,0.83,1296,2683,0,46,5,Yes
2100,0.83,647,1733,46800,34,8,Yes
3000,0.83,881,324,0,32,3,No
7300,0.83,2872,3338,55600,23,3,Yes
4100,0.83,1207,6650,13800,38,1,Yes
4600,0.83,2072,480,57600,57,2,Yes
2200,0.83,1597,1227,18700,39,8,No
6300,0.83,4863,339,40300,49,1,Yes
2200,0.83,754,1822,16300,49,5,No
7600,0.83,2152,6595,24900,50,3,Yes
4400,0.83,786,6273,31800,30,1,Yes
5400,0.83,939,2788,6300,40,8,Yes
7000,0.83,731,3844,0,41,5,No
4000,0.83,1708,3041,33800,74,5,No
6500,0.83,1608,6476,40900,30,1,Yes
4400,0.83,3769,3856,56200,62,1,Yes
4000,0.83,209,6841,41100,56,3,Yes
3100,0.83,5636,6747,19500,69,8,Yes
2800,0.83,1107,2123,41300,55,5,No
5400,0.83,279,2712,51800,46,4,Yes
7000,0.83,2254,1534,45900,50,2,Yes
2800,0.83,1739,2990,41800,27,8,No
2600,0.83,1117,3360,26200,33,8,No
2700,0.83,3043,931,29700,27,8,Yes
4200,0.83,657,1091,0,32,1,No
5100,0.83,1083,1863,36300,54,1,No
4500,0.83,1482,783,29900,61,2,No
2400,0.83,1481,858,21600,32,8,No
5700,0.83,3613,4958,45100,48,8,Yes
3200,0.83,1107,2722,15400,57,2,No
3600,0.83,2175,5011,25000,26,2,Yes
5300,0.83,0,221,27100,32,8,No
5100,0.83,2404,6140,55100,71,0,Yes
3600,0.83,1206,2514,0,19,0,No
5500,0.83,5992,3568,38200,19,1,Yes
5000,0.83,1318,3295,28900,30,0,No
3900,0.83,1279,2186,28000,49,1,No
6600,0.83,2856,6887,35000,30,4,Yes
2700,0.83,494,2102,30300,61,2,No
1500,0.83,1423,2098,13700,36,1,No
3300,0.83,2936,5782,10000,20,2,Yes
6000,0.83,957,2481,45000,28,3,No
5700,0.83,3104,4274,34600,29,7,Yes
4900,0.83,416,3147,52300,36,3,Yes
6300,0.83,2166,6324,38300,44,8,Yes
3300,0.83,958,745,47800,32,1,No
1600,0.83,2063,6005,59600,30,1,Yes
7100,0.83,1836,7653,47800,66,8,Yes
4700,0.83,638,1340,0,60,3,No
2900,0.83,4018,4328,50500,56,4,Yes
2600,0.83,1364,3421,0,29,1,No
4000,0.83,561,2180,21900,53,4,No
8200,0.83,3828,4793,33900,65,1,Yes
3600,0.83,1217,2764,19300,30,6,No
4200,0.83,1228,2354,20000,27,2,No
3000,0.83,906,2144,0,54,2,No
4400,0.83,1297,3901,0,42,2,No
4600,0.83,2169,2573,42700,66,8,Yes
3500,0.83,904,2385,29600,27,3,No
7300,0.83,1063,2427,13900,40,2,Yes
3100,0.83,1475,132,36000,55,8,No
6000,0.83,2612,5782,3900,44,2,Yes
4400,0.83,1356,2297,28100,49,1,Yes
7600,0.83,1087,6036,13400,43,1,Yes
4500,0.83,452,6843,24600,19,3,Yes
6400,0.83,902,2918,47900,46,4,No
3200,0.83,899,4476,61500,54,1,Yes
7200,0.83,2644,6854,32900,23,2,Yes
2300,0.83,845,3487,49700,36,1,Yes
8400,0.83,3822,4109,30500,31,8,Yes
2700,0.83,653,2871,31800,30,1,No
6700,0.83,3096,4606,33800,35,4,Yes
8600,0.83,628,2937,51300,31,3,Yes
7500,0.83,4509,7288,41700,42,3,Yes
3100,0.83,2512,6781,25000,48,8,Yes
3300,0.83,609,681,0,37,2,No
4100,0.83,1128,1001,31100,55,1,No
5300,0.83,3308,919,34200,69,1,Yes
4600,0.83,574,2998,31100,23,3,No
3100,0.83,796,2372,33600,51,8,No
800,0.83,1416,3633,39700,25,5,No
5800,0.83,2615,5690,41500,47,1,Yes
2400,0.83,2477,3334,39400,52,8,Yes
4500,0.83,2528,8376,17000,22,2,Yes
4000,0.83,685,3109,37000,51,1,No
3900,0.83,497,1019,0,58,2,No
5100,0.83,144,4661,48400,40,8,Yes
4000,0.83,567,2717,26700,39,1,No
4900,0.83,1156,4524,37000,43,2,Yes
4200,0.83,277,3415,57700,23,8,Yes
3800,0.83,1282,849,28800,54,8,No
4500,0.83,1104,3408,23500,67,1,Yes
8100,0.83,1447,5000,24000,39,1,Yes
9900,0.83,3445,3007,0,24,2,Yes
2900,0.83,806,3028,20500,44,3,No
700,0.83,1215,1787,31600,51,2,No
1900,0.83,519,1009,11000,29,1,No
5000,0.83,783,5967,32400,46,8,Yes
2600,0.83,544,3979,35600,52,1,Yes
4400,0.83,615,1623,13200,21,7,No
4700,0.83,776,54,31900,52,7,No
3500,0.83,1498,1993,45600,46,8,No
2700,0.83,1841,3101,31200,35,8,No
7000,0.83,488,1348,47000,27,2,Yes
6600,0.83,2496,6901,35700,51,3,Yes
4400,0.83,3965,9667,24200,39,2,Yes
4100,0.83,4894,1968,65600,35,4,Yes
4700,0.83,2292,3348,54300,49,8,Yes
4200,0.83,5277,4452,46600,41,2,Yes
6200,0.83,6217,4926,48400,28,0,Yes
9100,0.83,2495,3063,47600,49,1,Yes
8100,0.83,1365,111,49900,44,4,Yes
8400,0.83,1228,2576,22000,67,4,Yes
2600,0.83,3560,4980,22700,35,8,Yes
2300,0.83,1327,1981,14100,45,2,No
6300,0.83,229,1477,32700,38,4,Yes
3400,0.83,2246,946,34800,43,8,Yes
4400,0.83,4774,5609,38200,23,1,Yes
4400,0.83,320,8458,40500,58,3,Yes
5400,0.83,2166,3301,48700,32,5,Yes
2600,0.83,1165,662,23600,60,6,No
2000,0.83,1079,1458,17600,33,3,No
6600,0.83,1897,2929,30200,41,2,Yes
6600,0.83,952,8110,27900,44,8,Yes
7900,0.83,900,1757,36200,30,4,Yes
7900,0.83,3602,9681,16500,27,2,Yes
3400,0.83,885,3107,0,51,4,No
4200,0.83,857,5441,42100,49,2,Yes
5900,0.83,1625,2508,33700,39,2,No
5600,0.83,230,1717,47400,79,8,Yes
6600,0.83,1238,4191,56600,26,5,Yes
2100,0.83,1580,2467,35800,49,8,No
1100,0.83,1323,2617,29400,38,8,No
4600,0.83,3199,1728,28900,49,2,Yes
4600,0.83,1699,3382,26500,42,1,No
6900,0.83,1177,1950,30600,35,2,No
4500,0.83,891,6604,37700,42,2,Yes
2700,0.83,916,311,25100,33,2,No
4000,0.83,1810,1665,34600,41,8,Yes
5000,0.83,1325,6186,22200,49,8,Yes
7600,0.83,1324,4004,27500,37,3,Yes
4200,0.83,841,2053,26400,24,3,No
5900,0.83,4043,1922,51600,57,5,Yes
6500,0.83,4194,4241,35000,63,2,Yes
5500,0.83,6747,5628,43200,33,2,Yes
1700,0.83,1226,598,32700,60,8,No
2700,0.83,2877,4414,32800,48,2,Yes
2500,0.83,706,1228,23800,20,6,No
4600,0.83,778,2179,18400,42,2,No
6800,0.83,922,456,19400,36,2,Yes
3800,0.83,907,2652,0,59,5,No
4000,0.83,558,3417,43400,65,2,Yes
2300,0.83,1718,1982,0,46,4,No
7800,0.83,5162,6963,33800,42,1,Yes
4100,0.83,1179,2587,31000,34,3,No
6000,0.83,3278,5140,31600,54,6,Yes
3700,0.83,2639,166,29000,59,4,Yes
4900,0.83,3215,4250,51600,57,6,Yes
7400,0.83,420,5460,33600,65,2,Yes
4700,0.83,1191,3931,10300,52,6,No
3600,0.83,5795,5035,29200,35,3,Yes
4100,0.83,1042,2168,22200,43,2,No
6000,0.83,3371,3591,0,30,1,Yes
3300,0.83,1607,4240,11400,27,1,Yes
7500,0.83,2190,4107,24600,23,3,Yes
5300,0.83,1630,3297,24400,34,6,Yes
6500,0.83,4058,4086,16100,41,4,Yes
3700,0.83,1456,764,23800,30,6,Yes
5700,0.83,2751,4359,0,24,2,Yes
2600,0.83,3272,3971,33500,28,4,Yes
3100,0.83,2775,5766,46400,25,1,Yes
5900,0.83,1504,550,0,58,8,No
4400,0.83,843,2603,22400,31,8,No
3000,0.83,1288,609,34300,39,2,No
4800,0.83,1047,1195,30700,24,2,No
4600,0.83,801,2125,23100,36,6,No
7600,0.83,1211,4927,26800,62,2,Yes
6100,0.83,839,6901,1300,50,3,Yes
700,0.83,1670,387,0,45,4,No
2400,0.83,2126,3334,9700,40,2,Yes
3300,0.83,2450,8850,44000,39,3,Yes
3600,0.83,445,2158,15700,63,8,No
3600,0.83,1153,3133,18300,59,3,Yes
3600,0.83,165,476,29400,66,1,No
4200,0.83,2561,1863,45900,24,5,Yes
3000,0.83,1710,3219,20700,31,8,Yes
5900,0.83,156,2101,48900,25,2,Yes
4000,0.83,1363,712,4100,42,1,No
6500,0.83,1263,2496,32200,44,4,Yes
3000,0.83,878,2584,17700,27,8,No
3900,0.83,670,661,0,50,2,No
4500,0.83,1758,2694,21300,62,8,No
3000,0.83,1141,1711,22500,43,2,No
7300,0.83,887,3255,31900,37,3,Yes
6000,0.83,1014,4743,20700,58,1,Yes
2800,0.83,2190,7208,45600,52,8,Yes
6700,0.83,843,563,0,30,8,No
6300,0.83,1892,3511,41100,43,8,Yes
3100,0.83,1629,2686,28600,40,5,No
6000,0.83,584,2373,22400,50,7,No
5200,0.83,2056,7418,20600,65,2,Yes
3100,0.83,2068,2415,52800,47,2,Yes
5400,0.83,3411,3081,3800,41,5,Yes
5600,0.83,3088,834,51400,53,1,Yes
4100,0.83,2352,5729,58100,29,8,Yes
1000,0.83,449,1284,36800,49,1,No
2400,0.83,1191,935,28800,60,4,No
2100,0.83,507,2536,16000,53,8,No
4600,0.83,3480,6406,46700,35,1,Yes
2800,0.83,1584,2611,37000,59,5,No
4600,0.83,2938,3834,23000,39,7,Yes
2500,0.83,1319,1336,39700,50,7,No
5400,0.83,1135,1885,44300,38,8,Yes
5600,0.83,228,7968,33400,22,3,Yes
4900,0.83,112,4003,47600,31,3,Yes
2400,0.83,2125,2562,0,26,3,No
5800,0.83,4459,6706,30700,18,4,Yes
5500,0.83,1064,5970,52400,25,1,Yes
2600,0.83,916,1199,30300,36,4,No
6100,0.83,3506,4379,57800,53,2,Yes
7400,0.83,2136,571,15700,48,3,Yes
2000,0.83,4905,4743,51000,60,2,Yes
7300,0.83,455,7985,24500,52,6,Yes
5400,0.83,458,206,69700,26,2,Yes
5500,0.83,1332,109,8500,59,1,Yes
7500,0.83,2035,5633,21300,36,1,Yes
2200,0.83,1041,2316,39500,49,4,No
1800,0.83,373,1966,37900,23,8,No
5500,0.83,979,1915,39800,43,2,No
3600,0.83,495,1743,31100,59,2,Yes
4000,0.83,1820,6804,29600,20,6,Yes
7400,0.83,2975,3442,36900,42,2,Yes
5100,0.83,4731,4082,15900,32,1,Yes
4800,0.83,3023,3999,27400,56,1,Yes
5900,0.83,1113,6209,41600,56,1,Yes
2100,0.83,870,883,25500,53,3,No
5500,0.83,5026,4576,44400,58,8,Yes
6100,0.83,3773,5491,48300,43,1,Yes
5300,0.83,397,414,18800,46,2,No
5400,0.83,1224,3657,26900,29,3,Yes
3600,0.83,2523,7322,23300,49,6,Yes
4100,0.83,115,4750,46600,32,4,Yes
2300,0.83,1761,2005,9300,50,5,No
3100,0.83,1559,2565,16300,38,2,No
7100,0.83,935,3537,43900,32,1,Yes
5400,0.83,925,101,50000,55,2,Yes
3000,0.83,2616,3472,30400,22,2,Yes
3000,0.83,574,1688,40500,38,1,No
5000,0.83,1599,2069,20500,49,2,Yes
2400,0.83,1602,2219,51300,34,8,No
2900,0.82,962,2479,45400,36,8,No
3400,0.82,366,1553,0,44,5,No
4200,0.82,3117,5962,48900,32,3,Yes
2900,0.82,1056,3143,0,33,6,No
4300,0.82,2703,10558,28800,55,6,Yes
6000,0.82,774,1769,0,60,3,No
6200,0.82,4367,3413,10200,69,1,Yes
7200,0.82,1823,1113,21000,45,8,Yes
10900,0.82,2800,5060,31200,41,8,Yes
4200,0.82,1289,355,0,47,3,No
3800,0.82,1495,2635,19300,44,5,Yes
7500,0.82,4402,3812,8600,49,2,Yes
8400,0.82,5577,2211,47500,44,8,Yes
3600,0.82,2355,3303,52100,41,3,Yes
2900,0.82,1785,1661,10800,54,2,No
5600,0.82,532,1705,0,34,2,No
6300,0.82,869,2548,39800,40,8,No
2300,0.82,383,1073,38200,48,0,No
1700,0.82,3136,509,42900,30,6,Yes
3900,0.82,2122,3339,32900,54,1,No
7700,0.82,822,2503,0,45,3,No
6900,0.82,3077,5984,0,22,2,Yes
4500,0.82,597,1036,0,55,2,No
4000,0.82,979,2940,28000,19,2,No
4600,0.82,44,2313,33100,46,6,Yes
1000,0.82,1275,2997,55200,32,3,Yes
4000,0.82,2471,4589,46000,41,1,Yes
5700,0.82,507,1708,16200,45,1,No
5900,0.82,4051,2315,37600,29,2,Yes
3400,0.82,2253,2386,0,53,2,No
7500,0.82,4798,2596,12200,46,2,Yes
2700,0.82,909,1882,47500,27,5,No
2700,0.82,2129,4703,60300,36,5,Yes
2200,0.82,748,1371,48500,43,2,No
5300,0.82,2100,2895,40300,51,2,Yes
2900,0.82,851,2986,34800,39,2,No
4800,0.82,671,2179,11500,39,8,No
1100,0.82,1081,500,0,19,1,No
5000,0.82,3991,6089,52700,24,8,Yes
1000,0.82,877,2457,34400,30,3,No
3200,0.82,1159,558,16400,46,4,No
7600,0.82,2918,9038,52300,32,1,Yes
5800,0.82,2778,3633,57400,23,5,Yes
6700,0.82,2485,5090,30300,27,2,Yes
5600,0.82,595,4479,26200,45,4,Yes
8600,0.82,2359,4725,31300,32,4,Yes
5200,0.82,1037,956,38200,29,1,Yes
5300,0.82,925,7893,45300,23,7,Yes
7000,0.82,212,3303,19000,31,3,Yes
5100,0.82,849,4192,12600,43,3,No
3600,0.82,1502,2875,0,42,2,No
3200,0.82,4840,7151,40300,27,8,Yes
2100,0.82,1568,578,39400,40,2,No
3100,0.82,1068,1174,37200,38,2,No
3800,0.82,629,2579,0,64,4,No
6700,0.82,971,3622,42500,22,1,Yes
4300,0.82,1307,4604,0,58,3,No
6800,0.82,2723,5857,47900,32,4,Yes
1700,0.82,6880,5989,26400,46,4,Yes
2200,0.82,1178,1302,32900,40,8,No
4900,0.82,835,1809,24600,38,6,No
6900,0.82,2085,3422,24500,38,8,Yes
2800,0.82,1025,1322,13700,44,2,No
2500,0.82,1487,2056,19300,37,2,No
6500,0.82,1723,1681,28200,50,3,No
7000,0.82,2047,4440,66800,63,1,Yes
4000,0.82,3612,4330,27600,48,2,Yes
4800,0.82,132,451,20100,39,1,No
5100,0.82,2160,2429,42700,23,2,Yes
2800,0.82,4743,2283,45000,37,8,Yes
3300,0.82,1159,2749,0,45,8,No
7400,0.82,402,5108,15800,48,3,Yes
4800,0.82,1603,2272,27100,50,3,No
4200,0.82,3413,7292,37900,35,3,Yes
6800,0.82,3368,7914,37900,32,2,Yes
2700,0.82,1745,4505,39200,27,2,No
3600,0.82,105,3297,36300,39,8,Yes
6200,0.82,62,1233,45300,33,2,Yes
4200,0.82,2163,1893,17800,35,2,Yes
7300,0.82,4734,7643,12800,30,0,Yes
800,0.82,1012,2683,23400,68,1,No
4400,0.82,1216,7348,41300,40,8,Yes
3900,0.82,1344,2232,0,32,8,No
8500,0.82,1345,4114,37800,57,8,Yes
7200,0.82,1366,6223,13800,47,4,Yes
3500,0.82,1194,8308,27000,25,2,Yes
5100,0.82,1057,1110,31900,38,1,No
5500,0.82,2725,5298,20800,44,8,Yes
2300,0.82,5128,7587,42700,55,1,Yes
2100,0.82,695,3198,26500,24,8,No
8600,0.82,475,2871,42000,43,8,Yes
2800,0.82,2313,3714,46100,43,3,Yes
2600,0.82,232,2513,0,19,3,No
5100,0.82,1876,995,21900,46,8,No
4500,0.82,298,3788,70500,36,2,Yes
2700,0.82,1295,2494,0,18,8,No
2900,0.82,747,1348,19800,44,5,No
4300,0.82,488,1658,30400,51,6,No
3700,0.82,960,2012,21400,54,8,No
4400,0.82,4055,3184,40200,65,5,Yes
5700,0.82,1011,4113,41400,58,1,Yes
5300,0.82,1669,4034,32500,25,8,Yes
3400,0.82,1473,2293,17500,50,8,No
6000,0.82,3317,4130,22400,41,4,Yes
2800,0.82,1088,1347,24500,29,8,No
600,0.82,199,2780,15100,40,1,No
3500,0.82,1056,1632,25000,50,4,No
5900,0.82,2034,1438,58300,56,8,Yes
500,0.82,970,3099,40000,65,1,No
6600,0.82,2009,5072,44500,20,3,Yes
6200,0.82,915,3823,34500,48,7,No
1200,0.82,757,3966,25200,53,4,No
2400,0.82,149,4072,23700,39,8,No
3400,0.82,1612,1324,19600,30,8,No
5500,0.82,396,2510,45100,64,4,No
4800,0.82,1936,6283,24600,41,1,Yes
3200,0.82,1331,2570,19100,29,4,No
4800,0.82,2628,5233,34000,29,8,Yes
4300,0.82,941,2661,22300,24,3,No
3200,0.82,1682,2235,25400,31,3,No
3100,0.82,456,3098,32400,50,4,No
5000,0.82,664,2630,29300,38,8,Yes
2500,0.82,945,2697,0,51,1,No
3100,0.82,4205,1393,31400,53,8,Yes
6800,0.82,1525,1709,42400,25,8,No
6500,0.82,323,3851,39200,39,2,Yes
4200,0.82,1029,2511,26800,25,1,No
5000,0.82,747,7641,32100,29,4,Yes
3700,0.82,850,2834,31200,41,2,No
2100,0.82,944,1299,0,50,8,No
2400,0.82,1395,2140,12100,43,4,No
3300,0.82,3781,3298,16900,52,8,Yes
4900,0.82,2245,4819,21400,46,2,Yes
6000,0.82,702,2175,22900,42,8,No
3100,0.82,3000,4918,37300,36,1,Yes
3300,0.82,1194,1577,19700,53,1,No
2200,0.82,1386,8280,46600,44,1,Yes
4600,0.82,1409,4290,24900,21,2,Yes
5000,0.82,2377,4667,41900,39,8,Yes
7800,0.82,3062,3072,34400,33,2,Yes
6600,0.82,3990,2184,23900,61,3,Yes
6300,0.82,1308,10492,35100,22,1,Yes
2700,0.82,988,3257,30200,43,2,No
3400,0.82,1588,1845,28900,53,8,No
5900,0.82,1764,10026,32800,27,1,Yes
3000,0.82,561,399,32500,27,2,Yes
3800,0.82,1323,2655,0,54,2,No
600,0.82,1023,1660,49200,31,1,No
2200,0.82,1940,1880,20500,51,6,No
1700,0.82,1077,3343,15400,51,0,No
4000,0.82,851,4259,30300,22,0,Yes
2400,0.82,1121,2594,800,40,2,No
6000,0.82,1124,2912,19800,23,1,No
2100,0.82,1828,1986,27000,35,5,No
3900,0.82,4894,1783,22400,56,8,Yes
4800,0.82,792,1384,26300,29,0,No
4200,0.82,491,3997,31400,23,8,Yes
2000,0.82,1174,2434,40200,32,1,No
7300,0.82,1378,4181,51100,37,1,Yes
9100,0.82,154,2611,28000,58,2,Yes
6100,0.82,1983,6445,27500,32,2,Yes
2300,0.82,4156,6159,39800,64,1,Yes
3900,0.82,939,2118,11900,42,3,Yes
3600,0.82,578,2170,31300,47,4,Yes
4900,0.82,1899,5095,26400,45,5,Yes
3900,0.82,365,4996,9200,26,1,Yes
4200,0.82,5434,16,31600,52,2,Yes
3800,0.82,535,672,0,72,8,No
6400,0.82,1599,2558,15900,34,2,Yes
5800,0.82,1469,2159,13000,33,8,No
5400,0.82,2453,56,35000,35,3,Yes
2600,0.82,434,5722,19500,53,2,Yes
2700,0.82,557,1211,0,53,2,No
5500,0.82,1831,2890,24700,42,3,Yes
4100,0.82,1799,2327,20500,28,8,No
7200,0.82,424,4670,44600,34,4,Yes
7400,0.82,2135,6198,54500,37,8,Yes
7700,0.82,1180,2306,27400,46,3,No
4200,0.82,4040,5159,49600,25,2,Yes
4900,0.82,1622,2026,35200,40,0,No
4700,0.82,1337,2585,33200,22,8,No
2300,0.82,3154,2788,34700,21,1,Yes
4300,0.82,695,1500,39700,40,1,No
2600,0.82,2794,1257,32800,24,7,Yes
3200,0.82,2808,496,0,27,8,Yes
5300,0.82,6253,7941,41900,42,3,Yes
3900,0.82,1726,2362,38800,27,1,No
5000,0.82,1427,5094,45500,40,8,Yes
2000,0.82,246,1993,0,19,2,No
7400,0.82,1260,2408,22100,27,2,No
4600,0.82,1024,9910,30200,58,1,Yes
7000,0.82,442,5047,68500,49,1,Yes
7800,0.82,2862,5320,27100,48,1,Yes
4100,0.82,1092,1550,30400,47,8,No
1100,0.82,2214,4560,23600,59,3,Yes
700,0.82,786,3794,0,41,7,No
5600,0.82,2463,6155,55100,50,7,Yes
2300,0.82,157,1359,22600,20,3,No
6000,0.82,1327,3219,33200,45,2,Yes
5200,0.82,4175,301,43100,36,6,Yes
8400,0.82,404,4179,55800,49,5,Yes
2500,0.82,880,5245,27800,39,5,No
4000,0.82,207,1249,27200,33,4,No
8000,0.82,687,6927,49500,46,1,Yes
8700,0.82,1207,2936,0,55,8,No
3600,0.82,1978,6307,38200,18,0,Yes
6300,0.82,5413,9069,46400,23,1,Yes
4300,0.82,3194,8029,36000,36,2,Yes
5100,0.82,1006,4230,3900,71,4,Yes
600,0.82,1471,4278,21300,40,4,No
4600,0.82,1010,1942,21300,24,4,No
3600,0.82,1838,820,25200,18,2,No
6800,0.82,2959,5086,45500,57,3,Yes
10700,0.82,618,62,47000,26,1,Yes
5200,0.82,1377,4526,33400,39,1,Yes
1700,0.82,358,2600,24800,27,5,No
3300,0.82,2433,7308,38000,66,3,Yes
6100,0.82,1924,6474,49500,26,2,Yes
4900,0.82,608,2982,41200,22,8,No
8000,0.82,1346,10176,33600,47,6,Yes
2400,0.82,558,3292,27200,40,1,Yes
3500,0.82,310,228,27400,38,8,No
3700,0.82,714,1958,0,41,1,No
7000,0.82,3755,11651,38300,38,4,Yes
5800,0.82,1139,1934,37700,25,2,No
3000,0.82,1276,3541,37200,48,3,No
2700,0.82,498,3943,0,32,6,No
6200,0.82,1563,4054,14400,61,1,No
3400,0.82,1104,1379,54000,34,4,No
1700,0.82,1686,8713,19100,37,1,Yes
3300,0.82,1824,1447,31800,47,4,No
2600,0.82,1017,1768,0,54,5,No
5800,0.82,710,2489,27400,32,2,No
6800,0.82,3611,5577,36400,33,1,Yes
7200,0.82,571,6246,32200,41,8,Yes
7400,0.82,5405,8350,40300,59,3,Yes
6000,0.82,2705,2387,31600,24,5,Yes
4500,0.82,2946,1926,29600,41,1,Yes
2200,0.82,2536,1529,19800,44,7,Yes
4500,0.82,1121,420,51400,49,1,No
5300,0.82,3021,3000,21100,32,6,Yes
6500,0.82,588,3886,32300,69,1,Yes
2200,0.82,324,4189,38500,26,0,Yes
5100,0.82,3012,5988,14700,20,4,Yes
3400,0.82,594,3010,0,52,3,No
3900,0.82,4789,6210,42200,37,3,Yes
3200,0.82,297,2473,0,40,4,No
3300,0.82,594,9234,31600,44,1,Yes
1600,0.82,1173,1822,17400,40,3,No
4100,0.82,2385,3056,37100,18,8,Yes
3200,0.82,1722,956,15500,28,2,No
3800,0.82,2512,8069,37700,27,4,Yes
4900,0.82,2191,5593,26500,41,2,Yes
2100,0.82,862,3101,0,38,8,No
4300,0.82,3371,4337,15200,34,3,Yes
2200,0.82,2533,6462,37400,45,1,Yes
7700,0.82,510,3370,42400,33,1,Yes
4400,0.82,1113,1669,10800,37,3,No
3100,0.82,1076,3662,30200,49,3,No
4200,0.82,968,4153,47900,46,4,Yes
4800,0.82,2430,1173,20400,29,1,Yes
2300,0.82,1778,3511,37000,41,4,No
3200,0.82,1009,221,21400,39,3,No
3200,0.82,147,1655,25100,35,1,Yes
5100,0.82,258,6354,48400,55,0,Yes
4000,0.82,5400,5549,29400,25,1,Yes
5600,0.82,1658,1984,41600,42,8,No
3100,0.82,989,3097,0,36,8,No
5100,0.82,2524,4652,45500,31,6,Yes
2600,0.82,1216,1670,11500,48,3,No
5300,0.82,3778,2748,19400,21,7,Yes
3600,0.82,796,1662,21500,42,4,No
4500,0.82,816,1396,17200,55,1,No
3700,0.82,118,2387,25600,51,2,No
5500,0.82,2727,8233,64700,23,1,Yes
500,0.82,888,4148,0,24,8,No
5500,0.82,113,4905,50500,42,3,Yes
6500,0.82,995,1766,36500,33,7,Yes
4600,0.82,2565,6539,52600,42,1,Yes
3200,0.82,1066,2446,19800,27,8,No
5500,0.82,590,3621,51300,23,1,Yes
3900,0.82,918,587,0,19,8,No
2600,0.82,923,1046,40600,41,2,No
5300,0.82,4370,1801,53800,36,2,Yes
1500,0.82,1620,2517,31500,24,3,No
2200,0.82,1441,986,0,25,8,No
2200,0.82,779,2539,7900,48,4,No
2100,0.82,2558,6296,37800,44,1,Yes
5200,0.82,1011,3545,0,43,4,No
7700,0.82,2530,2230,41700,41,7,Yes
2700,0.82,1490,2123,80200,75,4,Yes
3600,0.82,843,1932,13200,47,7,No
3300,0.82,2992,5287,0,39,1,Yes
4900,0.82,1854,2650,51100,46,1,Yes
9300,0.82,3879,2595,40300,33,1,Yes
7900,0.82,2365,1771,51700,29,1,Yes
4900,0.82,543,1682,33200,23,4,No
3500,0.82,4314,1748,53000,50,3,Yes
4900,0.82,5129,7879,21200,39,6,Yes
5100,0.82,4601,8528,43100,25,8,Yes
2000,0.82,515,247,13900,29,8,No
4800,0.82,1412,1904,21600,58,1,No
10100,0.82,3583,5770,15700,20,2,Yes
5300,0.82,3453,1503,34000,47,8,Yes
2200,0.82,931,1822,35700,50,5,No
4700,0.82,1930,3888,40700,24,1,Yes
